benchmark,duration_ns,jmx_memory_old_collection_count,jmx_memory_old_collection_delta,jmx_memory_old_collection_time_ms,jmx_memory_old_collection_total_ms,jmx_memory_used_delta,jmx_memory_used_size,jmx_memory_young_collection_count,jmx_memory_young_collection_delta,jmx_memory_young_collection_time_ms,jmx_memory_young_collection_total_ms,uptime_ns,vm_start_unix_ms,vm_start_ns
rx-scrabble,585494738,-1,0,0,-1,228589568,1092616192,-1,0,0,-1,1807147045,1777099943198,51197472173322
rx-scrabble,239719657,-1,0,0,-1,209715200,1304428544,-1,0,0,-1,2447901112,1777099943198,51197472173322
rx-scrabble,216704983,-1,0,0,-1,209715200,1516240896,-1,0,0,-1,2702401909,1777099943198,51197472173322
rx-scrabble,208751576,-1,0,0,-1,216006656,1734344704,-1,0,0,-1,2933583570,1777099943198,51197472173322
rx-scrabble,236623965,-1,0,0,-1,-1421869056,312475648,-1,0,0,-1,3156259207,1777099943198,51197472173322
rx-scrabble,134388391,-1,0,0,-1,216006656,530579456,-1,0,0,-1,3404241609,1777099943198,51197472173322
rx-scrabble,129025235,-1,0,0,-1,216006656,748683264,-1,0,0,-1,3547183324,1777099943198,51197472173322
rx-scrabble,127692301,-1,0,0,-1,211812352,962592768,-1,0,0,-1,3684394014,1777099943198,51197472173322
rx-scrabble,128555931,-1,0,0,-1,213909504,1178599424,-1,0,0,-1,3818758518,1777099943198,51197472173322
rx-scrabble,124453617,-1,0,0,-1,211812352,1392508928,-1,0,0,-1,3954079962,1777099943198,51197472173322
rx-scrabble,124548153,-1,0,0,-1,213909504,1608515584,-1,0,0,-1,4085104146,1777099943198,51197472173322
rx-scrabble,124491827,-1,0,0,-1,211812352,1822425088,-1,0,0,-1,4216197864,1777099943198,51197472173322
rx-scrabble,200632830,-1,0,0,-1,213909504,2038431744,-1,0,0,-1,4346919937,1777099943198,51197472173322
rx-scrabble,201790923,-1,0,0,-1,218103808,2258632704,-1,0,0,-1,4554696584,1777099943198,51197472173322
rx-scrabble,200819408,-1,0,0,-1,213909504,2474639360,-1,0,0,-1,4763748840,1777099943198,51197472173322
rx-scrabble,200575526,-1,0,0,-1,211812352,2688548864,-1,0,0,-1,4972028705,1777099943198,51197472173322
rx-scrabble,206198189,-1,0,0,-1,213909504,2904555520,-1,0,0,-1,5179683260,1777099943198,51197472173322
rx-scrabble,202439516,-1,0,0,-1,211812352,3118465024,-1,0,0,-1,5392972475,1777099943198,51197472173322
rx-scrabble,201994613,-1,0,0,-1,211812352,3332374528,-1,0,0,-1,5602380877,1777099943198,51197472173322
rx-scrabble,242760840,-1,0,0,-1,-3013607424,320864256,-1,0,0,-1,5811524752,1777099943198,51197472173322
rx-scrabble,141398533,-1,0,0,-1,96468992,417333248,-1,0,0,-1,6063930036,1777099943198,51197472173322
rx-scrabble,126454530,-1,0,0,-1,216006656,635437056,-1,0,0,-1,6212073846,1777099943198,51197472173322
